путь,категории_ПДн,количество_находок,УЗ,формат_файла
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pril8.2Licen_29.01.16.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Ukaz Prezidenta 226.rtf,"обычные:792, государственные:36",828,УЗ-2,rtf
"c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П602-ОД Бак, спец, маг.pdf",нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Barrier_Free_Env.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ris_cher.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Azov_conf-application.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rating_izmentniya_2022.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P88-OD_INEP.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\45.03.02_Лингвистика_П40-ОД.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ОС_05.03.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz_П555.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz 1742.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Политика_СВА_в_отношении_обработки_ПДн_2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\rbc.pdf,"обычные:6, биометрические:1, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\11_03_03.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\r759_15.07.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\elibrary_26561301_36954629.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\license.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Для сайта ЮФУ1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Приказ 391.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Metod_Rek_Rating2015.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П451_12.03.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\prikaz-2428.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.9.1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 40.04.01_Бизнес-юрист.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\120304_B_3_06102017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_287.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_141.html,нет,0,нет ПДн,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\дочерние предприятия\Billing\full\stores.csv,обычные:1,1,УЗ-4,csv
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\politika-opd.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20223%20%D0%BD%D0%BA.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\tehn_int_d.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П270-ОД Центр развития партнёрств.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\120301_B_3_06102017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 48.03.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Vistavka_rus-iaz.pdf,обычные:3,3,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2015-06-er464.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Bid-contents_Magistracy.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.04.02_ОС_Псих.пед.обр._compressed.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P476_NK_02.06.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P1026.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\20190415175116398.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_134.html,нет,0,нет ПДн,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz_П196.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_374.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\45.03.01_Филология_П41-ОД.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\progr_pmmvopd_2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\17.03.01корабельное вооружение.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pr.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_277.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\FZ 44.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П-323_15_03_2019.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P232_18.07.2023.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pers_data_policy.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2181_documentos_del_esp.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.04.01_issled.pdf,обычные:4,4,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\sved_o_d_m_2017.xls,нет,0,нет ПДн,xls
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F184-%D0%9E%D0%94%2044.04.04.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 38.04.03.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_72.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_443.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\дочерние предприятия\Employes\doverennost_na_poluchenie_posylki.txt,"обычные:7, специальные:1",8,УЗ-1,txt
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Pravila_priema_2025_20_yanvarya.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P99_290120.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_143.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\emir-frandt-request-for-proposal.pdf,обычные:3,3,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П264-ОД_01.11.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_377.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_410.html,"обычные:30, государственные:2, специальные:1",33,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pol_INEP.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_413.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Otchet_2014_rus.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Announcement-on-the-Opening-Day-of-the-INEP-SFU-on-March-30-2024.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2190-4286-12-49.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1_264-%D1%80%20HR%20%D0%BA%D0%BB%D1%83%D0%B1%2014.03.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Протокол N7 от 05 декабря 2023.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_326.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_294.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pol_hightech.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D0%A4%D0%A5%D0%94%202022%20%20%20%D0%B8%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D1%81%20%D0%BE%D1%82%D1%82%D0%B8%D1%81%D0%BA%D0%BE%D0%BC.pdf,"обычные:6, государственные:1, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\РАС557-Р.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P902.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\competitions_list-2018_15.10-info.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Mineral_Resources__vitoshko.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Документы партнеров\capsula_instruction.pdf,"обычные:5, биометрические:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\03.04.02.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D0%A4%D0%A5%D0%94%202023%20%20%20%D0%B8%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D1%81%20%D0%BE%D1%82%D1%82%D0%B8%D1%81%D0%BA%D0%BE%D0%BC.pdf,"обычные:6, государственные:1, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1_419-%D1%80%20%D0%B4%D0%B5%D0%BD%D1%8C%20%D0%B2%D1%8B%D0%BF%D1%83%D1%81%D0%BA%D0%BD%D0%B8%D0%BA%D0%B0.pdf,"обычные:6, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_88.html,нет,0,нет ПДн,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\BCom_Brochure.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_167.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_41.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\110502_C_3_09032018.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_117.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ayd%C4%B1nlatma%20metni%20-%20Copy%202.pdf,"обычные:4, биометрические:1",5,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_309.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1846.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1365 07.03.04 Градостроительство.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus_Religions%20%20.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П9-ОД_20.01.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1_766-%D1%80.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Protokol_0.pdf,"обычные:6, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\20200322_174842.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П229-ОД 10.05.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1368 07.03.01 Архитектура.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.6.1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П224-ОД 02.03.03.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_267.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\INFN_NEXT_EU_FRAMEWORK_PROGRAMME_2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\osn_turism.pdf,"обычные:3, специальные:1",4,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_256.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Economics%20of%20Sports.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\070403_M_3_30062017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Poryadok_2017_2.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0545_0.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\100401_M_3_19022021.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\dopnabor-2023.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\SoL_Brochure.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\anketa_dpo_2023.docx,обычные:1,1,УЗ-4,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_34.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Catalogue_of_UNG_Equipment_and_Expertise_for_External_users.pdf,"обычные:85, биометрические:1",86,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rules_01_2025.pdf,"обычные:5, биометрические:1, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%BE%D1%82%D1%87%D1%91%D1%82_%D0%A2%D0%9A_%D0%AE%D0%A4%D0%A3_2024.pdf,"обычные:9, специальные:1",10,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\1.2.2_r.pdf,"обычные:4, специальные:1",5,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Protokol N3 01.07.21.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pravila-etiki-bgtu.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ОС_06.03.01.pdf,нет,0,нет ПДн,pdf
